FREQUENCY,MAGNITUDE,PHASE
9.54992586021424e+03,-3.04140914836087e+01,-8.56137777727866e+01
9.77237220955798e+03,-3.06129823229032e+01,-8.56522813088966e+01
9.99999999999987e+03,-3.08119124430262e+01,-8.56885273595669e+01
1.02329299228074e+04,-3.10108796586657e+01,-8.57225321531234e+01
1.04712854805089e+04,-3.12098818559929e+01,-8.57543109343237e+01
1.07151930523759e+04,-3.14089169888043e+01,-8.57838779600852e+01
1.09647819614317e+04,-3.16079830747548e+01,-8.58112464955095e+01
1.12201845430195e+04,-3.18070781916789e+01,-8.58364288101520e+01
1.14815362149687e+04,-3.20062004739946e+01,-8.58594361744984e+01
1.17489755493951e+04,-3.22053481091877e+01,-8.58802788566010e+01
1.20226443461740e+04,-3.24045193343723e+01,-8.58989661188413e+01
1.23026877081237e+04,-3.26037124329222e+01,-8.59155062147775e+01
1.25892541179415e+04,-3.28029257311705e+01,-8.59299063860479e+01
1.28824955169312e+04,-3.30021575951720e+01,-8.59421728592937e+01
1.31825673855639e+04,-3.32014064275250e+01,-8.59523108430740e+01
1.34896288259164e+04,-3.34006706642471e+01,-8.59603245247453e+01
1.38038426460287e+04,-3.35999487717006e+01,-8.59662170672777e+01
1.41253754462274e+04,-3.37992392435641e+01,-8.59699906059856e+01
1.44543977074591e+04,-3.39985405978442e+01,-8.59716462451499e+01
1.47910838816819e+04,-3.41978513739232e+01,-8.59711840545109e+01
1.51356124843619e+04,-3.43971701296385e+01,-8.59686030656133e+01
1.54881661891246e+04,-3.45964954383883e+01,-8.59639012679852e+01
1.58489319246109e+04,-3.47958258862593e+01,-8.59570756051370e+01
1.62181009735891e+04,-3.49951600691714e+01,-8.59481219703624e+01
1.65958690743754e+04,-3.51944965900337e+01,-8.59370352023322e+01
1.69824365246172e+04,-3.53938340559091e+01,-8.59238090804664e+01
1.73780082874935e+04,-3.55931710751794e+01,-8.59084363200756e+01
1.77827941003890e+04,-3.57925062547092e+01,-8.58909085672621e+01
1.81970085860996e+04,-3.59918381970003e+01,-8.58712163935733e+01
1.86208713666284e+04,-3.61911654973343e+01,-8.58493492904003e+01
1.90546071796322e+04,-3.63904867408963e+01,-8.58252956631170e+01
1.94984459975802e+04,-3.65898004998755e+01,-8.57990428249550e+01
1.99526231496885e+04,-3.67891053305367e+01,-8.57705769906121e+01
2.04173794466950e+04,-3.69883997702579e+01,-8.57398832695930e+01
2.08929613085401e+04,-3.71876823345281e+01,-8.57069456592802e+01
2.13796208950220e+04,-3.73869515139003e+01,-8.56717470377387e+01
2.18776162394952e+04,-3.75862057708930e+01,-8.56342691562543e+01
2.20500000000000e+04,-3.76541197646405e+01,-8.56209701844004e+01
